account;period;creation_date;buy;amount;times
1670488;202312;2013-05-26 18:47:31.641361;1;60185;4
1116740;202312;2024-01-06 07:54:20.641361;0;0;0
1026226;202312;2020-06-12 21:50:24.641361;0;0;0
1777573;202312;2017-03-22 12:47:05.641361;0;0;0
1288390;202312;2014-04-26 22:31:16.641361;0;0;0
1256788;202312;2019-01-09 14:53:06.641361;1;426233;3
1234054;202312;2007-07-30 02:08:57.641361;1;407282;4
1146317;202312;2011-12-21 14:44:01.641361;0;0;0
1772247;202312;2018-03-27 06:03:53.641361;0;0;0
1107474;202312;2023-07-01 08:51:41.641361;1;94092;2
1709571;202312;2013-11-20 08:20:17.641361;0;0;0
1776647;202312;2020-11-08 09:49:11.641361;0;0;0
1935519;202312;2014-02-01 05:40:06.641361;1;61045;5
1571859;202312;2022-07-20 23:28:05.641361;1;176546;5
1091162;202312;2021-08-24 06:36:25.641361;0;0;0
1619177;202312;2012-09-24 12:11:18.641361;0;0;0
1442418;202312;2017-06-02 22:56:23.641361;1;680752;3
1033327;202312;2004-12-29 11:02:42.641361;1;357798;2
1031245;202312;2021-04-27 11:38:23.641361;0;0;0
1098247;202312;2017-10-20 14:27:23.641361;0;0;0
1229259;202312;2017-02-02 18:32:53.641361;1;506331;3
1243963;202312;2023-01-03 05:27:53.641361;1;747703;5
1529904;202312;2008-02-04 12:13:26.641361;1;246624;3
1631263;202312;2019-10-19 04:05:49.641361;1;215980;3
1027825;202312;2012-01-13 01:57:44.641361;1;87961;5
1588509;202312;2024-01-27 04:28:44.641361;0;0;0
1208497;202312;2005-04-03 21:29:53.641361;0;0;0
1750801;202312;2017-12-05 15:02:59.641361;0;0;0
1681454;202312;2012-04-22 04:22:05.641361;1;485653;3
1735393;202312;2019-08-15 17:35:25.641361;0;0;0
1571413;202312;2016-12-28 12:48:23.641361;1;751792;2
1439899;202312;2020-08-19 02:13:53.641361;0;0;0
1231149;202312;2023-07-28 04:12:54.641361;1;630778;3
1471030;202312;2008-02-12 12:20:58.641361;1;136179;3
1617890;202312;2014-12-23 16:11:48.641361;1;44234;3
1291705;202312;2015-09-20 21:57:07.641361;0;0;0
1848750;202312;2009-04-20 06:39:20.641361;1;846915;4
1911528;202312;2007-04-03 22:11:03.641361;0;0;0
1006815;202312;2007-08-28 00:05:48.641361;0;0;0
1795668;202312;2023-06-29 23:48:12.641361;0;0;0
1844963;202312;2010-03-02 23:41:33.641361;0;0;0
1167415;202312;2011-06-23 12:43:23.641361;1;966014;2
1732053;202312;2021-01-27 17:10:04.641361;1;679025;3
1443144;202312;2012-11-30 01:23:08.641361;0;0;0
1356779;202312;2007-04-07 02:00:41.641361;0;0;0
1291370;202312;2009-03-20 22:41:32.641361;1;689932;4
1163033;202312;2018-02-16 06:49:22.641361;1;961504;3
1225773;202312;2020-07-09 04:27:22.641361;1;578804;4
1800582;202312;2022-03-21 05:01:46.641361;1;844148;3
1352945;202312;2023-09-09 11:56:07.641361;0;0;0
1107176;202312;2012-04-26 02:05:06.641361;1;379382;5
1097252;202312;2006-05-31 22:38:54.641361;1;625388;3
1398383;202312;2021-03-13 12:46:56.641361;1;931754;3
1101415;202312;2012-12-25 14:15:00.641361;0;0;0
1376418;202312;2018-06-03 22:49:01.641361;1;134697;2
1888663;202312;2015-01-03 04:16:06.641361;1;995174;4
1360664;202312;2015-11-27 10:24:29.641361;0;0;0
1633053;202312;2009-07-14 06:58:53.641361;1;79838;3
1277371;202312;2005-08-26 06:39:17.641361;1;275435;2
1846336;202312;2015-05-07 07:18:44.641361;1;376405;5
1045562;202312;2023-08-24 00:11:17.641361;1;844540;5
1765180;202312;2018-03-29 18:46:55.641361;1;825145;4
1481742;202312;2004-08-06 19:03:18.641361;1;483904;5
1562276;202312;2013-07-13 22:32:22.641361;0;0;0
1130890;202312;2011-07-12 16:45:03.641361;1;848610;2
1967097;202312;2023-07-18 22:22:29.641361;1;340934;5
1396923;202312;2021-01-14 05:40:53.641361;1;980793;2
1082628;202312;2022-12-21 21:23:17.641361;0;0;0
1578857;202312;2021-06-01 00:58:46.641361;1;5501;1
1307420;202312;2015-01-22 13:55:11.641361;0;0;0
1869694;202312;2012-06-06 05:12:17.641361;0;0;0
1659177;202312;2015-05-12 05:07:04.641361;0;0;0
1648565;202312;2020-02-09 06:46:34.641361;1;27788;5
1928464;202312;2020-11-04 00:28:39.641361;0;0;0
1903566;202312;2021-11-29 16:15:55.641361;1;180043;3
1379202;202312;2023-04-15 10:54:55.641361;1;130719;2
1605398;202312;2007-03-07 13:56:09.641361;1;189775;3
1201630;202312;2007-12-25 23:45:55.641361;1;218407;5
1738798;202312;2018-11-22 23:46:59.641361;1;761518;5
1072934;202312;2007-01-17 17:48:37.641361;0;0;0
1048051;202312;2017-03-11 09:56:17.641361;1;558393;2
1693385;202312;2008-09-27 08:41:13.641361;0;0;0
1238969;202312;2004-11-14 20:52:54.641361;1;664607;5
1810621;202312;2009-12-03 23:21:47.641361;1;141786;4
1303446;202312;2022-02-06 03:03:43.641361;1;813071;4
1083668;202312;2008-07-17 05:20:31.641361;1;502006;4
1896866;202312;2010-01-23 23:23:14.641361;1;525303;3
1244099;202312;2011-02-15 08:23:28.641361;1;165341;4
1908574;202312;2019-04-19 20:52:01.641361;1;151221;4
1105908;202312;2008-04-11 02:59:37.641361;0;0;0
1398592;202312;2005-09-26 23:53:14.641361;0;0;0
1291477;202312;2018-11-04 02:29:04.641361;1;865314;5
1475436;202312;2021-04-04 11:44:54.641361;1;410221;2
1666564;202312;2010-03-21 05:03:17.641361;1;63921;2
1874629;202312;2022-04-04 22:00:06.641361;1;232583;4
1382555;202312;2020-12-26 04:17:43.641361;1;593330;3
1170556;202312;2009-03-02 17:41:10.641361;0;0;0
