account;period;creation_date;buy;amount;times
1670488;202305;2013-05-26 18:47:31.641361;0;0;0
1116740;202305;2024-01-06 07:54:20.641361;1;101856;3
1026226;202305;2020-06-12 21:50:24.641361;0;0;0
1777573;202305;2017-03-22 12:47:05.641361;0;0;0
1288390;202305;2014-04-26 22:31:16.641361;0;0;0
1256788;202305;2019-01-09 14:53:06.641361;1;835111;2
1234054;202305;2007-07-30 02:08:57.641361;1;70943;2
1146317;202305;2011-12-21 14:44:01.641361;0;0;0
1772247;202305;2018-03-27 06:03:53.641361;0;0;0
1107474;202305;2023-07-01 08:51:41.641361;1;475878;2
1709571;202305;2013-11-20 08:20:17.641361;0;0;0
1776647;202305;2020-11-08 09:49:11.641361;1;497518;2
1935519;202305;2014-02-01 05:40:06.641361;0;0;0
1571859;202305;2022-07-20 23:28:05.641361;0;0;0
1091162;202305;2021-08-24 06:36:25.641361;1;251247;3
1619177;202305;2012-09-24 12:11:18.641361;0;0;0
1442418;202305;2017-06-02 22:56:23.641361;1;956203;4
1033327;202305;2004-12-29 11:02:42.641361;1;758358;4
1031245;202305;2021-04-27 11:38:23.641361;1;749435;4
1098247;202305;2017-10-20 14:27:23.641361;1;143103;2
1229259;202305;2017-02-02 18:32:53.641361;0;0;0
1243963;202305;2023-01-03 05:27:53.641361;1;505385;3
1529904;202305;2008-02-04 12:13:26.641361;0;0;0
1631263;202305;2019-10-19 04:05:49.641361;1;695516;3
1027825;202305;2012-01-13 01:57:44.641361;0;0;0
1588509;202305;2024-01-27 04:28:44.641361;0;0;0
1208497;202305;2005-04-03 21:29:53.641361;0;0;0
1750801;202305;2017-12-05 15:02:59.641361;1;241292;4
1681454;202305;2012-04-22 04:22:05.641361;0;0;0
1735393;202305;2019-08-15 17:35:25.641361;0;0;0
1571413;202305;2016-12-28 12:48:23.641361;0;0;0
1439899;202305;2020-08-19 02:13:53.641361;0;0;0
1231149;202305;2023-07-28 04:12:54.641361;1;557946;4
1471030;202305;2008-02-12 12:20:58.641361;1;620245;5
1617890;202305;2014-12-23 16:11:48.641361;0;0;0
1291705;202305;2015-09-20 21:57:07.641361;1;765719;2
1848750;202305;2009-04-20 06:39:20.641361;1;604956;2
1911528;202305;2007-04-03 22:11:03.641361;1;61155;5
1006815;202305;2007-08-28 00:05:48.641361;0;0;0
1795668;202305;2023-06-29 23:48:12.641361;0;0;0
1844963;202305;2010-03-02 23:41:33.641361;1;305398;3
1167415;202305;2011-06-23 12:43:23.641361;1;73683;2
1732053;202305;2021-01-27 17:10:04.641361;1;234762;5
1443144;202305;2012-11-30 01:23:08.641361;1;731921;2
1356779;202305;2007-04-07 02:00:41.641361;1;627026;3
1291370;202305;2009-03-20 22:41:32.641361;1;656759;3
1163033;202305;2018-02-16 06:49:22.641361;1;96073;5
1225773;202305;2020-07-09 04:27:22.641361;0;0;0
1800582;202305;2022-03-21 05:01:46.641361;0;0;0
