account;period;creation_date;buy;amount;times
1670488;202306;2013-05-26 18:47:31.641361;1;196567;5
1116740;202306;2024-01-06 07:54:20.641361;0;0;0
1026226;202306;2020-06-12 21:50:24.641361;0;0;0
1777573;202306;2017-03-22 12:47:05.641361;1;647232;4
1288390;202306;2014-04-26 22:31:16.641361;1;497262;2
1256788;202306;2019-01-09 14:53:06.641361;1;509602;5
1234054;202306;2007-07-30 02:08:57.641361;1;210215;5
1146317;202306;2011-12-21 14:44:01.641361;0;0;0
1772247;202306;2018-03-27 06:03:53.641361;0;0;0
1107474;202306;2023-07-01 08:51:41.641361;0;0;0
1709571;202306;2013-11-20 08:20:17.641361;1;98151;5
1776647;202306;2020-11-08 09:49:11.641361;0;0;0
1935519;202306;2014-02-01 05:40:06.641361;0;0;0
1571859;202306;2022-07-20 23:28:05.641361;1;437374;3
1091162;202306;2021-08-24 06:36:25.641361;1;943004;2
1619177;202306;2012-09-24 12:11:18.641361;1;859968;3
1442418;202306;2017-06-02 22:56:23.641361;0;0;0
1033327;202306;2004-12-29 11:02:42.641361;1;582422;3
1031245;202306;2021-04-27 11:38:23.641361;0;0;0
1098247;202306;2017-10-20 14:27:23.641361;1;734161;2
1229259;202306;2017-02-02 18:32:53.641361;1;710788;2
1243963;202306;2023-01-03 05:27:53.641361;1;580919;3
1529904;202306;2008-02-04 12:13:26.641361;1;762650;4
1631263;202306;2019-10-19 04:05:49.641361;1;103631;3
1027825;202306;2012-01-13 01:57:44.641361;1;955295;2
1588509;202306;2024-01-27 04:28:44.641361;0;0;0
1208497;202306;2005-04-03 21:29:53.641361;0;0;0
1750801;202306;2017-12-05 15:02:59.641361;0;0;0
1681454;202306;2012-04-22 04:22:05.641361;0;0;0
1735393;202306;2019-08-15 17:35:25.641361;0;0;0
1571413;202306;2016-12-28 12:48:23.641361;1;233647;2
1439899;202306;2020-08-19 02:13:53.641361;0;0;0
1231149;202306;2023-07-28 04:12:54.641361;0;0;0
1471030;202306;2008-02-12 12:20:58.641361;0;0;0
1617890;202306;2014-12-23 16:11:48.641361;1;248276;5
1291705;202306;2015-09-20 21:57:07.641361;0;0;0
1848750;202306;2009-04-20 06:39:20.641361;0;0;0
1911528;202306;2007-04-03 22:11:03.641361;0;0;0
1006815;202306;2007-08-28 00:05:48.641361;1;280526;4
1795668;202306;2023-06-29 23:48:12.641361;0;0;0
1844963;202306;2010-03-02 23:41:33.641361;0;0;0
1167415;202306;2011-06-23 12:43:23.641361;0;0;0
1732053;202306;2021-01-27 17:10:04.641361;0;0;0
1443144;202306;2012-11-30 01:23:08.641361;1;801131;4
1356779;202306;2007-04-07 02:00:41.641361;0;0;0
1291370;202306;2009-03-20 22:41:32.641361;1;606125;5
1163033;202306;2018-02-16 06:49:22.641361;0;0;0
1225773;202306;2020-07-09 04:27:22.641361;1;263828;4
1800582;202306;2022-03-21 05:01:46.641361;1;896774;5
1352945;202306;2023-09-09 11:56:07.641361;0;0;0
1107176;202306;2012-04-26 02:05:06.641361;1;638360;2
1097252;202306;2006-05-31 22:38:54.641361;1;69836;5
1398383;202306;2021-03-13 12:46:56.641361;1;131387;2
1101415;202306;2012-12-25 14:15:00.641361;0;0;0
1376418;202306;2018-06-03 22:49:01.641361;0;0;0
1888663;202306;2015-01-03 04:16:06.641361;0;0;0
1360664;202306;2015-11-27 10:24:29.641361;1;92668;3
1633053;202306;2009-07-14 06:58:53.641361;0;0;0
1277371;202306;2005-08-26 06:39:17.641361;0;0;0
1846336;202306;2015-05-07 07:18:44.641361;1;638633;5
1045562;202306;2023-08-24 00:11:17.641361;0;0;0
1765180;202306;2018-03-29 18:46:55.641361;1;391782;5
1481742;202306;2004-08-06 19:03:18.641361;0;0;0
1562276;202306;2013-07-13 22:32:22.641361;0;0;0
1130890;202306;2011-07-12 16:45:03.641361;0;0;0
1967097;202306;2023-07-18 22:22:29.641361;0;0;0
1396923;202306;2021-01-14 05:40:53.641361;0;0;0
1082628;202306;2022-12-21 21:23:17.641361;1;313215;4
1578857;202306;2021-06-01 00:58:46.641361;1;158929;2
1307420;202306;2015-01-22 13:55:11.641361;0;0;0
1869694;202306;2012-06-06 05:12:17.641361;1;549599;2
1659177;202306;2015-05-12 05:07:04.641361;1;760226;5
1648565;202306;2020-02-09 06:46:34.641361;0;0;0
1928464;202306;2020-11-04 00:28:39.641361;1;542068;3
1903566;202306;2021-11-29 16:15:55.641361;1;561244;3
1379202;202306;2023-04-15 10:54:55.641361;0;0;0
1605398;202306;2007-03-07 13:56:09.641361;1;927877;3
1201630;202306;2007-12-25 23:45:55.641361;0;0;0
1738798;202306;2018-11-22 23:46:59.641361;1;155150;3
1072934;202306;2007-01-17 17:48:37.641361;0;0;0
1048051;202306;2017-03-11 09:56:17.641361;0;0;0
1693385;202306;2008-09-27 08:41:13.641361;0;0;0
1238969;202306;2004-11-14 20:52:54.641361;0;0;0
1810621;202306;2009-12-03 23:21:47.641361;0;0;0
1303446;202306;2022-02-06 03:03:43.641361;0;0;0
1083668;202306;2008-07-17 05:20:31.641361;0;0;0
1896866;202306;2010-01-23 23:23:14.641361;0;0;0
1244099;202306;2011-02-15 08:23:28.641361;1;484150;3
1908574;202306;2019-04-19 20:52:01.641361;0;0;0
1105908;202306;2008-04-11 02:59:37.641361;1;271578;5
1398592;202306;2005-09-26 23:53:14.641361;0;0;0
1291477;202306;2018-11-04 02:29:04.641361;0;0;0
1475436;202306;2021-04-04 11:44:54.641361;0;0;0
1666564;202306;2010-03-21 05:03:17.641361;0;0;0
1874629;202306;2022-04-04 22:00:06.641361;1;404993;4
1382555;202306;2020-12-26 04:17:43.641361;0;0;0
1170556;202306;2009-03-02 17:41:10.641361;0;0;0
1388163;202306;2023-01-09 11:40:50.641361;1;110487;3
1372529;202306;2018-08-21 02:30:45.641361;1;605816;3
1219685;202306;2017-12-31 04:35:15.641361;1;46436;5
1702730;202306;2004-09-21 14:40:17.641361;0;0;0
1279947;202306;2014-07-04 10:39:00.641361;0;0;0
1735912;202306;2008-05-29 19:47:16.641361;1;659069;4
1982154;202306;2019-03-24 11:59:53.641361;1;297307;2
1716752;202306;2014-06-03 00:49:52.641361;0;0;0
1679515;202306;2013-08-19 18:12:33.641361;1;567667;3
1074871;202306;2022-03-09 16:58:08.641361;0;0;0
1638721;202306;2015-05-19 00:37:17.641361;1;194399;2
1665823;202306;2017-01-20 00:42:48.641361;0;0;0
1179452;202306;2023-08-05 08:12:17.641361;1;787904;2
1560087;202306;2010-01-20 20:26:07.641361;1;725959;3
1764545;202306;2009-03-23 06:28:36.641361;0;0;0
1256703;202306;2014-04-13 23:46:12.641361;0;0;0
1171340;202306;2022-03-19 06:58:12.641361;0;0;0
1484715;202306;2011-05-14 12:19:43.641361;0;0;0
1397888;202306;2017-01-15 07:49:18.641361;0;0;0
1283061;202306;2022-01-30 04:15:51.641361;1;992850;2
1970343;202306;2012-12-15 20:16:07.641361;0;0;0
1671089;202306;2020-06-21 17:30:42.641361;1;826662;5
1721591;202306;2020-02-28 00:35:49.641361;1;124864;4
1584005;202306;2011-07-30 00:12:49.641361;1;16916;1
1230284;202306;2015-08-23 20:23:08.641361;0;0;0
1717871;202306;2009-01-05 11:42:43.641361;0;0;0
1340036;202306;2009-12-30 15:09:49.641361;0;0;0
1883795;202306;2022-04-02 07:10:28.641361;1;932016;3
1805636;202306;2020-07-13 14:34:05.641361;1;602696;4
1813695;202306;2004-09-28 14:29:34.641361;0;0;0
1058656;202306;2015-03-21 15:21:13.641361;1;54666;5
1240175;202306;2018-07-29 04:23:58.641361;0;0;0
1861723;202306;2010-07-04 21:22:49.641361;1;991546;4
1033660;202306;2009-07-11 00:34:01.641361;0;0;0
1844152;202306;2020-06-01 15:20:35.641361;1;425679;2
1330777;202306;2006-09-09 19:03:25.641361;1;479251;5
1420652;202306;2004-08-07 04:11:56.641361;0;0;0
1280747;202306;2015-01-07 23:15:48.641361;1;170338;3
1069404;202306;2010-10-17 21:17:18.641361;1;784262;4
1221232;202306;2011-03-10 23:05:51.641361;1;545896;4
1957493;202306;2007-08-08 20:25:11.641361;1;85802;5
1988713;202306;2022-09-15 05:52:31.641361;1;208285;3
1594732;202306;2020-01-05 18:04:21.641361;0;0;0
1918939;202306;2015-09-03 12:16:56.641361;0;0;0
1752788;202306;2007-08-19 14:55:50.641361;0;0;0
1329964;202306;2006-06-27 23:19:00.641361;1;620785;3
1222956;202306;2020-05-10 06:40:10.641361;1;989868;2
1687278;202306;2009-09-24 21:08:24.641361;0;0;0
1523482;202306;2006-09-06 08:44:00.641361;1;694271;5
1414851;202306;2016-05-01 19:49:35.641361;1;850776;3
1927658;202306;2023-06-08 12:00:31.641361;1;223989;4
1958973;202306;2012-02-06 13:08:08.641361;1;237517;2
1674080;202306;2016-02-23 12:46:26.641361;0;0;0
1481142;202306;2004-11-21 03:29:32.641361;1;683096;5
1149812;202306;2010-12-18 14:31:31.641361;1;638141;4
1277747;202306;2013-10-01 22:04:02.641361;1;942539;3
1146414;202306;2014-01-29 07:27:17.641361;1;387537;2
1258608;202306;2018-11-28 18:03:55.641361;0;0;0
1781178;202306;2024-04-18 01:41:36.641361;0;0;0
1588638;202306;2014-10-24 06:47:41.641361;1;690748;2
1565159;202306;2016-11-26 21:11:08.641361;0;0;0
1275505;202306;2018-02-17 04:40:50.641361;0;0;0
1783301;202306;2013-01-28 11:10:18.641361;1;705291;3
1612983;202306;2023-07-02 19:28:12.641361;0;0;0
1449246;202306;2022-10-26 01:48:47.641361;0;0;0
1941436;202306;2011-04-21 05:28:07.641361;0;0;0
1611879;202306;2007-01-17 09:21:47.641361;0;0;0
1418802;202306;2009-08-05 18:47:01.641361;1;55851;3
1379581;202306;2007-11-30 07:04:52.641361;0;0;0
1229975;202306;2011-10-10 09:23:30.641361;1;695600;2
1145052;202306;2013-12-08 02:08:55.641361;0;0;0
1534278;202306;2010-06-23 16:47:25.641361;0;0;0
1517489;202306;2013-05-10 05:24:28.641361;0;0;0
1095326;202306;2023-08-03 11:16:56.641361;1;710306;4
1792496;202306;2007-11-22 03:58:23.641361;0;0;0
1049406;202306;2008-09-20 04:10:30.641361;0;0;0
1902932;202306;2022-03-07 16:33:41.641361;0;0;0
1114976;202306;2024-05-23 11:20:47.641361;0;0;0
1160266;202306;2017-06-09 15:27:25.641361;1;495523;4
1657925;202306;2015-08-23 15:19:18.641361;0;0;0
1167754;202306;2023-12-30 13:12:41.641361;0;0;0
1830556;202306;2013-11-03 22:30:49.641361;1;790913;4
1713537;202306;2020-07-07 20:17:55.641361;0;0;0
1442667;202306;2011-07-13 17:22:07.641361;0;0;0
1625381;202306;2010-02-16 14:48:19.641361;1;598178;4
1066614;202306;2004-07-01 17:48:07.641361;0;0;0
1403458;202306;2012-04-18 15:30:31.641361;0;0;0
1400157;202306;2011-10-10 09:59:06.641361;1;921409;3
1624835;202306;2007-07-08 15:54:27.641361;1;971634;3
1490786;202306;2009-05-24 02:02:51.641361;0;0;0
1554817;202306;2009-04-14 20:02:25.641361;1;843500;2
1263627;202306;2010-01-06 20:12:30.641361;0;0;0
1580100;202306;2020-08-02 09:52:15.641361;0;0;0
1902593;202306;2004-06-01 14:50:24.641361;0;0;0
1988211;202306;2015-05-30 20:29:12.641361;1;321589;5
1012039;202306;2007-01-21 06:12:44.641361;0;0;0
1713329;202306;2006-03-09 03:14:25.641361;1;846790;5
1755732;202306;2009-01-25 19:34:22.641361;1;904471;3
1120117;202306;2021-10-26 19:14:51.641361;1;209010;2
1714826;202306;2019-05-15 19:34:00.641361;1;597012;4
1927768;202306;2018-11-19 07:24:40.641361;1;863101;3
1563055;202306;2020-06-16 11:57:22.641361;1;75433;2
1787353;202306;2015-07-16 11:24:40.641361;0;0;0
1279787;202306;2014-09-14 14:44:34.641361;1;268719;4
1805935;202306;2021-06-07 23:53:49.641361;0;0;0
1672098;202306;2008-05-26 06:15:06.641361;0;0;0
1356700;202306;2012-08-07 18:31:14.641361;1;110385;3
1116971;202306;2023-06-20 19:00:14.641361;0;0;0
1307758;202306;2017-10-15 15:35:41.641361;0;0;0
1455885;202306;2017-03-31 14:09:52.641361;1;219331;5
1165841;202306;2017-07-11 17:58:03.641361;0;0;0
1475764;202306;2020-07-21 03:47:11.641361;1;393252;2
1003403;202306;2016-06-27 05:35:18.641361;1;430038;2
1757169;202306;2015-01-06 23:47:46.641361;1;621979;5
1918399;202306;2022-03-03 13:30:37.641361;1;602973;2
1754640;202306;2015-03-12 17:46:00.641361;1;70086;2
1276184;202306;2022-06-19 16:19:38.641361;0;0;0
1524903;202306;2007-01-26 09:09:56.641361;1;282533;3
1798976;202306;2011-09-08 19:10:40.641361;0;0;0
1187331;202306;2010-01-22 23:19:36.641361;1;621078;5
1532343;202306;2013-11-10 03:25:30.641361;0;0;0
1956960;202306;2009-04-09 06:01:19.641361;0;0;0
1111580;202306;2019-04-15 10:05:11.641361;0;0;0
1912805;202306;2023-06-25 00:37:48.641361;1;18673;1
1655675;202306;2019-06-09 03:30:13.641361;1;483474;4
1312943;202306;2021-01-31 05:17:25.641361;1;937462;3
1882555;202306;2012-12-07 03:23:18.641361;0;0;0
1669988;202306;2008-07-01 20:07:33.641361;1;638077;5
1532324;202306;2023-05-23 22:52:53.641361;1;817535;4
1638552;202306;2019-03-23 16:18:17.641361;0;0;0
1208574;202306;2016-04-03 14:05:08.641361;1;938123;5
1160264;202306;2010-06-19 19:28:41.641361;0;0;0
1392078;202306;2005-04-08 21:54:04.641361;1;950379;2
1799551;202306;2016-11-07 03:39:27.641361;1;536751;2
1169397;202306;2020-04-07 17:45:18.641361;1;937196;3
1565580;202306;2016-03-07 09:12:38.641361;0;0;0
1999817;202306;2018-11-02 19:22:44.641361;0;0;0
1816450;202306;2011-09-07 07:33:56.641361;0;0;0
1967243;202306;2023-06-16 10:16:40.641361;1;345477;4
1556117;202306;2010-11-28 00:24:38.641361;1;383183;3
1963111;202306;2017-06-03 13:34:33.641361;1;415139;5
1000600;202306;2017-02-21 00:27:12.641361;1;324343;4
1628039;202306;2010-07-02 03:42:27.641361;0;0;0
1339903;202306;2004-10-09 04:23:01.641361;1;787058;4
1512341;202306;2011-01-27 07:35:47.641361;0;0;0
1020423;202306;2019-06-14 12:52:25.641361;1;808219;2
1117302;202306;2016-09-09 19:04:50.641361;0;0;0
1974231;202306;2022-04-22 11:35:38.641361;1;94224;5
1380613;202306;2011-01-15 13:00:04.641361;0;0;0
1921407;202306;2004-08-07 07:48:35.641361;1;843440;5
1872065;202306;2024-05-09 10:42:42.641361;1;538882;3
1845965;202306;2014-12-20 22:50:28.641361;1;558818;5
1322452;202306;2015-08-02 09:41:55.641361;0;0;0
1251084;202306;2007-08-12 02:09:22.641361;0;0;0
1060739;202306;2016-12-16 16:12:14.641361;0;0;0
1252573;202306;2013-01-16 04:10:31.641361;1;78198;5
1920660;202306;2021-07-08 01:10:01.641361;0;0;0
1594917;202306;2004-11-07 00:58:14.641361;0;0;0
1992949;202306;2013-09-12 14:55:52.641361;0;0;0
1082583;202306;2005-07-20 05:22:52.641361;1;363409;3
1089815;202306;2013-10-06 12:39:49.641361;1;978038;2
1767461;202306;2020-09-12 01:26:47.641361;1;670176;2
1509598;202306;2017-12-17 09:01:25.641361;1;977655;2
1855663;202306;2005-11-26 08:04:43.641361;0;0;0
1072575;202306;2013-01-07 04:43:04.641361;1;509182;4
1797550;202306;2013-09-26 20:44:23.641361;1;197931;5
1558583;202306;2006-05-10 17:49:35.641361;0;0;0
1803036;202306;2023-11-17 08:48:55.641361;1;753221;2
1131870;202306;2005-06-11 16:15:50.641361;1;176791;4
1134629;202306;2020-06-05 13:32:49.641361;1;872664;3
1691799;202306;2019-11-15 15:21:47.641361;0;0;0
1498370;202306;2021-02-02 19:01:33.641361;1;371584;5
1992843;202306;2010-04-28 02:25:05.641361;1;918054;3
1576511;202306;2020-07-08 08:41:54.641361;0;0;0
1173149;202306;2022-12-21 20:58:15.641361;0;0;0
1277933;202306;2007-12-11 14:47:57.641361;1;408505;5
1553307;202306;2005-09-16 04:53:35.641361;1;264207;2
1914813;202306;2016-12-24 22:58:34.641361;1;482124;4
1636060;202306;2005-05-22 22:10:11.641361;1;264747;2
1443693;202306;2009-08-15 08:25:41.641361;1;405735;5
1222087;202306;2010-06-06 01:58:37.641361;0;0;0
1974037;202306;2008-11-20 14:48:57.641361;1;603430;2
1565493;202306;2007-03-24 20:36:48.641361;0;0;0
1791953;202306;2018-09-07 19:36:20.641361;1;705179;3
1765389;202306;2008-06-21 17:37:47.641361;0;0;0
1723379;202306;2006-04-26 02:10:26.641361;0;0;0
1210923;202306;2019-06-30 15:51:00.641361;0;0;0
1747582;202306;2006-07-13 02:30:18.641361;0;0;0
1326859;202306;2015-02-06 17:54:45.641361;0;0;0
1418374;202306;2007-09-22 22:23:51.641361;0;0;0
1704315;202306;2022-12-03 04:25:45.641361;0;0;0
1681447;202306;2013-11-06 22:17:39.641361;1;403856;4
1391560;202306;2011-01-06 18:21:32.641361;1;387490;2
1459382;202306;2004-12-22 18:33:32.641361;1;663512;5
1943314;202306;2015-09-23 18:24:22.641361;1;552682;2
1542718;202306;2015-03-06 15:07:47.641361;1;166663;2
1473418;202306;2010-03-02 11:06:49.641361;0;0;0
1126883;202306;2024-05-17 15:17:27.641361;0;0;0
1259948;202306;2016-11-14 05:29:10.641361;1;612480;3
1235613;202306;2021-12-23 09:44:50.641361;1;412324;4
1067137;202306;2004-11-21 15:56:10.641361;1;378482;5
1354509;202306;2018-02-16 00:15:55.641361;1;940988;4
1022057;202306;2018-07-30 03:00:03.641361;1;547147;2
1616887;202306;2006-07-02 15:20:56.641361;1;913321;5
1580829;202306;2006-08-14 18:45:44.641361;1;93551;5
1241293;202306;2010-12-22 07:47:11.641361;0;0;0
1617025;202306;2021-06-22 07:04:25.641361;0;0;0
1230915;202306;2009-06-05 18:57:21.641361;1;6750;1
1007541;202306;2013-06-25 04:28:22.641361;0;0;0
1074442;202306;2007-04-08 01:51:01.641361;1;882183;4
1742226;202306;2010-04-13 08:45:28.641361;0;0;0
1661760;202306;2019-06-30 22:04:27.641361;0;0;0
1061734;202306;2005-12-03 16:21:52.641361;0;0;0
1240063;202306;2013-10-13 15:52:36.641361;0;0;0
1070675;202306;2011-03-03 16:50:30.641361;0;0;0
1949402;202306;2021-08-10 06:15:55.641361;0;0;0
1032939;202306;2018-05-02 13:13:42.641361;1;411192;5
1901394;202306;2010-04-18 02:59:19.641361;1;459981;5
1346480;202306;2004-07-08 14:55:04.641361;1;471103;3
1074300;202306;2014-12-30 13:38:33.641361;0;0;0
1539132;202306;2013-09-21 18:14:47.641361;1;823687;4
1249566;202306;2023-06-25 22:33:31.641361;0;0;0
1292005;202306;2016-05-04 17:01:08.641361;0;0;0
1701475;202306;2008-05-31 10:56:55.641361;0;0;0
1508994;202306;2016-01-10 23:22:51.641361;1;338687;5
1224644;202306;2020-04-09 22:22:04.641361;0;0;0
1565428;202306;2023-09-28 13:29:08.641361;1;814577;5
1138740;202306;2007-05-04 12:06:45.641361;0;0;0
1758491;202306;2023-09-03 21:44:27.641361;0;0;0
1980958;202306;2020-02-29 13:56:31.641361;1;212818;5
1925246;202306;2007-05-30 04:32:14.641361;1;732531;4
1598783;202306;2008-05-13 09:36:24.641361;0;0;0
1604202;202306;2007-06-29 00:17:42.641361;0;0;0
1495632;202306;2010-08-14 14:14:32.641361;0;0;0
1254802;202306;2007-05-08 12:16:40.641361;0;0;0
1822734;202306;2010-09-22 20:07:46.641361;0;0;0
1495949;202306;2015-03-19 07:39:26.641361;0;0;0
1846722;202306;2005-02-03 10:27:57.641361;0;0;0
1426834;202306;2010-03-03 23:35:24.641361;1;23858;3
1199660;202306;2004-10-06 06:40:24.641361;1;116434;2
1098908;202306;2011-10-23 20:49:18.641361;1;645759;5
1101640;202306;2017-02-25 01:00:05.641361;1;957064;3
1690994;202306;2020-01-27 13:40:35.641361;1;652405;5
1451990;202306;2007-03-05 14:24:03.641361;0;0;0
1371508;202306;2012-10-20 19:55:49.641361;0;0;0
1444155;202306;2014-11-18 12:51:37.641361;0;0;0
1431072;202306;2010-11-29 06:50:40.641361;0;0;0
1489711;202306;2008-12-04 02:54:32.641361;0;0;0
1905799;202306;2014-12-22 03:35:00.641361;0;0;0
1764492;202306;2006-03-23 09:05:03.641361;1;577534;5
1056803;202306;2017-04-25 10:57:34.641361;1;796064;3
1706074;202306;2014-03-06 05:07:38.641361;1;613498;3
1685198;202306;2010-06-19 16:58:48.641361;0;0;0
1677569;202306;2013-11-25 09:17:00.641361;0;0;0
1103199;202306;2009-03-09 16:54:59.641361;1;400386;2
1063557;202306;2023-08-20 14:56:25.641361;1;749920;4
1422180;202306;2015-02-22 22:58:20.641361;1;49562;3
1763588;202306;2018-06-30 08:22:49.641361;0;0;0
1355785;202306;2012-02-05 16:31:01.641361;0;0;0
1839483;202306;2010-10-24 23:33:17.641361;1;989830;5
1903530;202306;2013-09-09 18:48:19.641361;0;0;0
1114577;202306;2011-03-10 10:16:28.641361;0;0;0
1260736;202306;2010-06-08 14:56:40.641361;0;0;0
1200897;202306;2014-06-11 20:12:25.641361;1;392521;5
1199449;202306;2013-03-26 16:34:46.641361;1;58178;3
1562337;202306;2019-05-14 16:30:56.641361;0;0;0
1470406;202306;2013-05-30 04:52:16.641361;1;196946;5
1146992;202306;2007-07-22 00:10:42.641361;1;794565;4
1442375;202306;2021-01-28 15:17:52.641361;1;36424;3
1192402;202306;2016-06-29 05:44:53.641361;1;249659;5
1292076;202306;2024-02-06 08:03:48.641361;1;513203;5
1485101;202306;2016-10-12 09:04:10.641361;0;0;0
1261942;202306;2016-04-12 00:31:02.641361;1;936104;5
1916965;202306;2022-03-16 16:46:55.641361;0;0;0
1968115;202306;2019-09-16 21:26:51.641361;1;46859;2
1079047;202306;2010-03-18 03:15:05.641361;1;524358;3
1464657;202306;2005-08-29 00:40:57.641361;1;823015;3
1847273;202306;2024-04-27 10:45:48.641361;0;0;0
1903190;202306;2017-07-13 14:57:23.641361;0;0;0
1897547;202306;2009-09-15 13:48:09.641361;1;568929;4
1577058;202306;2022-09-17 22:40:59.641361;0;0;0
1102665;202306;2023-10-05 05:57:51.641361;0;0;0
1053046;202306;2011-07-30 13:50:06.641361;0;0;0
1683824;202306;2019-03-04 07:01:33.641361;1;170363;2
1566848;202306;2016-03-18 22:35:05.641361;1;325975;2
1876639;202306;2014-03-26 06:03:29.641361;0;0;0
1015475;202306;2011-06-20 14:40:24.641361;0;0;0
1097794;202306;2016-01-20 00:42:56.641361;1;925951;2
1971367;202306;2021-07-20 03:02:51.641361;1;667581;3
1790171;202306;2023-03-06 17:39:34.641361;1;724262;3
1889922;202306;2013-07-23 22:42:19.641361;1;428299;2
1247862;202306;2007-07-01 10:41:13.641361;0;0;0
1174390;202306;2021-11-15 06:40:51.641361;0;0;0
1426157;202306;2011-07-31 07:29:22.641361;1;412983;3
1509232;202306;2013-03-12 12:29:25.641361;1;561155;3
1504741;202306;2011-11-01 22:16:30.641361;0;0;0
1224131;202306;2020-04-27 18:38:52.641361;0;0;0
1906652;202306;2013-04-14 05:32:00.641361;1;320184;5
1420522;202306;2005-06-24 08:57:14.641361;1;806351;3
1946280;202306;2008-05-01 10:13:55.641361;0;0;0
1061484;202306;2021-12-31 23:21:30.641361;0;0;0
1172635;202306;2010-10-02 08:46:58.641361;1;918838;4
1397383;202306;2020-07-30 06:03:35.641361;0;0;0
1002261;202306;2009-03-02 02:44:27.641361;0;0;0
1409387;202306;2020-04-22 07:01:01.641361;1;54638;2
1278086;202306;2024-05-17 07:19:09.641361;1;644413;3
1971525;202306;2015-05-26 13:00:54.641361;0;0;0
1822158;202306;2017-01-28 02:51:51.641361;0;0;0
1823268;202306;2023-08-04 19:59:26.641361;1;98372;4
1477111;202306;2017-04-08 01:18:15.641361;0;0;0
1299106;202306;2005-07-24 05:18:01.641361;1;221455;4
1443556;202306;2015-05-18 20:25:01.641361;0;0;0
1730430;202306;2007-12-20 15:14:30.641361;0;0;0
1765991;202306;2016-08-14 14:34:27.641361;1;965575;4
1821415;202306;2004-09-04 16:58:08.641361;1;578951;4
1582766;202306;2009-10-23 10:23:23.641361;1;479706;2
1694023;202306;2018-09-30 14:58:10.641361;0;0;0
1753306;202306;2020-08-02 19:23:34.641361;0;0;0
1510312;202306;2015-10-19 05:05:36.641361;1;391876;5
