account;period;creation_date;buy;amount;times
1670488;202309;2013-05-26 18:47:31.641361;0;0;0
1116740;202309;2024-01-06 07:54:20.641361;0;0;0
1026226;202309;2020-06-12 21:50:24.641361;0;0;0
1777573;202309;2017-03-22 12:47:05.641361;0;0;0
1288390;202309;2014-04-26 22:31:16.641361;1;44272;2
1256788;202309;2019-01-09 14:53:06.641361;1;850540;3
1234054;202309;2007-07-30 02:08:57.641361;0;0;0
1146317;202309;2011-12-21 14:44:01.641361;0;0;0
1772247;202309;2018-03-27 06:03:53.641361;0;0;0
1107474;202309;2023-07-01 08:51:41.641361;1;791440;2
1709571;202309;2013-11-20 08:20:17.641361;0;0;0
1776647;202309;2020-11-08 09:49:11.641361;0;0;0
1935519;202309;2014-02-01 05:40:06.641361;0;0;0
1571859;202309;2022-07-20 23:28:05.641361;1;317261;2
1091162;202309;2021-08-24 06:36:25.641361;0;0;0
1619177;202309;2012-09-24 12:11:18.641361;0;0;0
1442418;202309;2017-06-02 22:56:23.641361;0;0;0
1033327;202309;2004-12-29 11:02:42.641361;0;0;0
1031245;202309;2021-04-27 11:38:23.641361;1;528107;5
1098247;202309;2017-10-20 14:27:23.641361;0;0;0
1229259;202309;2017-02-02 18:32:53.641361;1;989388;2
1243963;202309;2023-01-03 05:27:53.641361;0;0;0
1529904;202309;2008-02-04 12:13:26.641361;0;0;0
1631263;202309;2019-10-19 04:05:49.641361;1;801897;5
1027825;202309;2012-01-13 01:57:44.641361;1;89407;2
1588509;202309;2024-01-27 04:28:44.641361;1;884575;4
1208497;202309;2005-04-03 21:29:53.641361;0;0;0
1750801;202309;2017-12-05 15:02:59.641361;0;0;0
1681454;202309;2012-04-22 04:22:05.641361;0;0;0
1735393;202309;2019-08-15 17:35:25.641361;1;151802;3
1571413;202309;2016-12-28 12:48:23.641361;0;0;0
1439899;202309;2020-08-19 02:13:53.641361;0;0;0
1231149;202309;2023-07-28 04:12:54.641361;0;0;0
1471030;202309;2008-02-12 12:20:58.641361;1;748833;2
1617890;202309;2014-12-23 16:11:48.641361;1;595241;2
1291705;202309;2015-09-20 21:57:07.641361;1;934740;5
1848750;202309;2009-04-20 06:39:20.641361;0;0;0
1911528;202309;2007-04-03 22:11:03.641361;0;0;0
1006815;202309;2007-08-28 00:05:48.641361;1;972704;2
1795668;202309;2023-06-29 23:48:12.641361;0;0;0
1844963;202309;2010-03-02 23:41:33.641361;1;488406;2
1167415;202309;2011-06-23 12:43:23.641361;1;784341;4
1732053;202309;2021-01-27 17:10:04.641361;0;0;0
1443144;202309;2012-11-30 01:23:08.641361;1;94131;5
1356779;202309;2007-04-07 02:00:41.641361;0;0;0
1291370;202309;2009-03-20 22:41:32.641361;0;0;0
1163033;202309;2018-02-16 06:49:22.641361;0;0;0
1225773;202309;2020-07-09 04:27:22.641361;1;223634;3
1800582;202309;2022-03-21 05:01:46.641361;0;0;0
1352945;202309;2023-09-09 11:56:07.641361;0;0;0
1107176;202309;2012-04-26 02:05:06.641361;0;0;0
1097252;202309;2006-05-31 22:38:54.641361;0;0;0
1398383;202309;2021-03-13 12:46:56.641361;1;918259;2
1101415;202309;2012-12-25 14:15:00.641361;0;0;0
1376418;202309;2018-06-03 22:49:01.641361;1;640733;3
1888663;202309;2015-01-03 04:16:06.641361;0;0;0
1360664;202309;2015-11-27 10:24:29.641361;1;697311;5
1633053;202309;2009-07-14 06:58:53.641361;0;0;0
1277371;202309;2005-08-26 06:39:17.641361;1;395338;4
1846336;202309;2015-05-07 07:18:44.641361;1;803917;2
1045562;202309;2023-08-24 00:11:17.641361;1;78084;5
1765180;202309;2018-03-29 18:46:55.641361;0;0;0
1481742;202309;2004-08-06 19:03:18.641361;0;0;0
1562276;202309;2013-07-13 22:32:22.641361;1;977191;4
1130890;202309;2011-07-12 16:45:03.641361;1;370168;3
1967097;202309;2023-07-18 22:22:29.641361;0;0;0
1396923;202309;2021-01-14 05:40:53.641361;0;0;0
1082628;202309;2022-12-21 21:23:17.641361;0;0;0
1578857;202309;2021-06-01 00:58:46.641361;1;899352;3
1307420;202309;2015-01-22 13:55:11.641361;0;0;0
1869694;202309;2012-06-06 05:12:17.641361;0;0;0
1659177;202309;2015-05-12 05:07:04.641361;1;238481;2
1648565;202309;2020-02-09 06:46:34.641361;1;179119;3
1928464;202309;2020-11-04 00:28:39.641361;0;0;0
1903566;202309;2021-11-29 16:15:55.641361;0;0;0
1379202;202309;2023-04-15 10:54:55.641361;0;0;0
1605398;202309;2007-03-07 13:56:09.641361;1;244985;3
1201630;202309;2007-12-25 23:45:55.641361;0;0;0
1738798;202309;2018-11-22 23:46:59.641361;1;88354;4
1072934;202309;2007-01-17 17:48:37.641361;0;0;0
