account;period;creation_date;buy;amount;times
1670488;202301;2013-05-26 18:47:31.641361;0;0;0
1116740;202301;2024-01-06 07:54:20.641361;0;0;0
1026226;202301;2020-06-12 21:50:24.641361;0;0;0
1777573;202301;2017-03-22 12:47:05.641361;0;0;0
1288390;202301;2014-04-26 22:31:16.641361;0;0;0
1256788;202301;2019-01-09 14:53:06.641361;0;0;0
1234054;202301;2007-07-30 02:08:57.641361;1;69231;4
1146317;202301;2011-12-21 14:44:01.641361;1;430126;5
1772247;202301;2018-03-27 06:03:53.641361;1;72910;3
1107474;202301;2023-07-01 08:51:41.641361;0;0;0
1709571;202301;2013-11-20 08:20:17.641361;0;0;0
1776647;202301;2020-11-08 09:49:11.641361;1;851147;5
1935519;202301;2014-02-01 05:40:06.641361;0;0;0
1571859;202301;2022-07-20 23:28:05.641361;0;0;0
1091162;202301;2021-08-24 06:36:25.641361;1;57532;4
1619177;202301;2012-09-24 12:11:18.641361;1;879248;3
1442418;202301;2017-06-02 22:56:23.641361;1;711526;5
1033327;202301;2004-12-29 11:02:42.641361;0;0;0
1031245;202301;2021-04-27 11:38:23.641361;1;33933;2
1098247;202301;2017-10-20 14:27:23.641361;0;0;0
1229259;202301;2017-02-02 18:32:53.641361;0;0;0
1243963;202301;2023-01-03 05:27:53.641361;1;300454;3
1529904;202301;2008-02-04 12:13:26.641361;0;0;0
1631263;202301;2019-10-19 04:05:49.641361;0;0;0
1027825;202301;2012-01-13 01:57:44.641361;1;932157;2
1588509;202301;2024-01-27 04:28:44.641361;1;495279;3
1208497;202301;2005-04-03 21:29:53.641361;0;0;0
1750801;202301;2017-12-05 15:02:59.641361;0;0;0
1681454;202301;2012-04-22 04:22:05.641361;1;742941;4
1735393;202301;2019-08-15 17:35:25.641361;0;0;0
1571413;202301;2016-12-28 12:48:23.641361;0;0;0
1439899;202301;2020-08-19 02:13:53.641361;1;228489;4
1231149;202301;2023-07-28 04:12:54.641361;1;251534;5
1471030;202301;2008-02-12 12:20:58.641361;1;752968;2
1617890;202301;2014-12-23 16:11:48.641361;1;960291;4
1291705;202301;2015-09-20 21:57:07.641361;0;0;0
1848750;202301;2009-04-20 06:39:20.641361;0;0;0
1911528;202301;2007-04-03 22:11:03.641361;1;156193;3
1006815;202301;2007-08-28 00:05:48.641361;0;0;0
1795668;202301;2023-06-29 23:48:12.641361;0;0;0
1844963;202301;2010-03-02 23:41:33.641361;0;0;0
1167415;202301;2011-06-23 12:43:23.641361;0;0;0
1732053;202301;2021-01-27 17:10:04.641361;1;756316;4
1443144;202301;2012-11-30 01:23:08.641361;0;0;0
1356779;202301;2007-04-07 02:00:41.641361;1;947084;5
1291370;202301;2009-03-20 22:41:32.641361;1;329200;4
1163033;202301;2018-02-16 06:49:22.641361;1;486689;4
1225773;202301;2020-07-09 04:27:22.641361;0;0;0
1800582;202301;2022-03-21 05:01:46.641361;0;0;0
1352945;202301;2023-09-09 11:56:07.641361;1;800508;5
1107176;202301;2012-04-26 02:05:06.641361;1;350887;5
1097252;202301;2006-05-31 22:38:54.641361;0;0;0
1398383;202301;2021-03-13 12:46:56.641361;0;0;0
1101415;202301;2012-12-25 14:15:00.641361;1;154055;3
1376418;202301;2018-06-03 22:49:01.641361;1;653815;2
1888663;202301;2015-01-03 04:16:06.641361;1;940653;2
1360664;202301;2015-11-27 10:24:29.641361;1;334220;2
1633053;202301;2009-07-14 06:58:53.641361;1;43069;2
1277371;202301;2005-08-26 06:39:17.641361;1;537160;2
1846336;202301;2015-05-07 07:18:44.641361;1;650844;2
1045562;202301;2023-08-24 00:11:17.641361;1;672391;5
1765180;202301;2018-03-29 18:46:55.641361;0;0;0
1481742;202301;2004-08-06 19:03:18.641361;0;0;0
1562276;202301;2013-07-13 22:32:22.641361;1;186549;4
1130890;202301;2011-07-12 16:45:03.641361;1;842264;4
1967097;202301;2023-07-18 22:22:29.641361;0;0;0
1396923;202301;2021-01-14 05:40:53.641361;1;810279;5
1082628;202301;2022-12-21 21:23:17.641361;1;694974;5
1578857;202301;2021-06-01 00:58:46.641361;1;805172;5
1307420;202301;2015-01-22 13:55:11.641361;1;595893;3
1869694;202301;2012-06-06 05:12:17.641361;1;930548;2
1659177;202301;2015-05-12 05:07:04.641361;0;0;0
1648565;202301;2020-02-09 06:46:34.641361;0;0;0
1928464;202301;2020-11-04 00:28:39.641361;1;596167;5
1903566;202301;2021-11-29 16:15:55.641361;0;0;0
1379202;202301;2023-04-15 10:54:55.641361;1;827976;3
1605398;202301;2007-03-07 13:56:09.641361;0;0;0
1201630;202301;2007-12-25 23:45:55.641361;1;422349;2
1738798;202301;2018-11-22 23:46:59.641361;1;332931;3
1072934;202301;2007-01-17 17:48:37.641361;0;0;0
1048051;202301;2017-03-11 09:56:17.641361;0;0;0
1693385;202301;2008-09-27 08:41:13.641361;0;0;0
1238969;202301;2004-11-14 20:52:54.641361;1;122099;3
