account;period;creation_date;buy;amount;times
1670488;202308;2013-05-26 18:47:31.641361;1;195923;3
1116740;202308;2024-01-06 07:54:20.641361;1;546109;5
1026226;202308;2020-06-12 21:50:24.641361;1;866857;5
1777573;202308;2017-03-22 12:47:05.641361;0;0;0
1288390;202308;2014-04-26 22:31:16.641361;1;456244;3
1256788;202308;2019-01-09 14:53:06.641361;0;0;0
1234054;202308;2007-07-30 02:08:57.641361;0;0;0
1146317;202308;2011-12-21 14:44:01.641361;1;145553;4
1772247;202308;2018-03-27 06:03:53.641361;1;165380;4
1107474;202308;2023-07-01 08:51:41.641361;1;809939;4
1709571;202308;2013-11-20 08:20:17.641361;1;307473;2
1776647;202308;2020-11-08 09:49:11.641361;1;441361;4
1935519;202308;2014-02-01 05:40:06.641361;1;213502;2
1571859;202308;2022-07-20 23:28:05.641361;1;674218;2
1091162;202308;2021-08-24 06:36:25.641361;0;0;0
1619177;202308;2012-09-24 12:11:18.641361;1;248076;3
1442418;202308;2017-06-02 22:56:23.641361;0;0;0
1033327;202308;2004-12-29 11:02:42.641361;0;0;0
1031245;202308;2021-04-27 11:38:23.641361;0;0;0
1098247;202308;2017-10-20 14:27:23.641361;1;359098;3
1229259;202308;2017-02-02 18:32:53.641361;1;643988;3
1243963;202308;2023-01-03 05:27:53.641361;1;243320;3
1529904;202308;2008-02-04 12:13:26.641361;1;116606;5
1631263;202308;2019-10-19 04:05:49.641361;1;434704;2
1027825;202308;2012-01-13 01:57:44.641361;0;0;0
1588509;202308;2024-01-27 04:28:44.641361;0;0;0
1208497;202308;2005-04-03 21:29:53.641361;1;152900;5
1750801;202308;2017-12-05 15:02:59.641361;1;908705;4
1681454;202308;2012-04-22 04:22:05.641361;0;0;0
1735393;202308;2019-08-15 17:35:25.641361;1;645885;4
1571413;202308;2016-12-28 12:48:23.641361;0;0;0
1439899;202308;2020-08-19 02:13:53.641361;0;0;0
1231149;202308;2023-07-28 04:12:54.641361;0;0;0
1471030;202308;2008-02-12 12:20:58.641361;1;121232;2
1617890;202308;2014-12-23 16:11:48.641361;0;0;0
1291705;202308;2015-09-20 21:57:07.641361;1;189794;5
1848750;202308;2009-04-20 06:39:20.641361;0;0;0
1911528;202308;2007-04-03 22:11:03.641361;1;793817;3
1006815;202308;2007-08-28 00:05:48.641361;0;0;0
1795668;202308;2023-06-29 23:48:12.641361;0;0;0
1844963;202308;2010-03-02 23:41:33.641361;0;0;0
1167415;202308;2011-06-23 12:43:23.641361;0;0;0
1732053;202308;2021-01-27 17:10:04.641361;0;0;0
1443144;202308;2012-11-30 01:23:08.641361;0;0;0
1356779;202308;2007-04-07 02:00:41.641361;1;290946;2
1291370;202308;2009-03-20 22:41:32.641361;1;297950;4
1163033;202308;2018-02-16 06:49:22.641361;1;198561;2
1225773;202308;2020-07-09 04:27:22.641361;0;0;0
1800582;202308;2022-03-21 05:01:46.641361;1;80110;5
1352945;202308;2023-09-09 11:56:07.641361;0;0;0
1107176;202308;2012-04-26 02:05:06.641361;0;0;0
1097252;202308;2006-05-31 22:38:54.641361;1;52644;5
1398383;202308;2021-03-13 12:46:56.641361;0;0;0
1101415;202308;2012-12-25 14:15:00.641361;0;0;0
1376418;202308;2018-06-03 22:49:01.641361;0;0;0
1888663;202308;2015-01-03 04:16:06.641361;0;0;0
1360664;202308;2015-11-27 10:24:29.641361;1;945977;2
1633053;202308;2009-07-14 06:58:53.641361;1;558859;5
1277371;202308;2005-08-26 06:39:17.641361;0;0;0
1846336;202308;2015-05-07 07:18:44.641361;0;0;0
1045562;202308;2023-08-24 00:11:17.641361;0;0;0
1765180;202308;2018-03-29 18:46:55.641361;1;551130;3
1481742;202308;2004-08-06 19:03:18.641361;0;0;0
1562276;202308;2013-07-13 22:32:22.641361;1;80560;3
1130890;202308;2011-07-12 16:45:03.641361;1;293664;5
1967097;202308;2023-07-18 22:22:29.641361;0;0;0
1396923;202308;2021-01-14 05:40:53.641361;0;0;0
1082628;202308;2022-12-21 21:23:17.641361;1;97059;5
1578857;202308;2021-06-01 00:58:46.641361;1;412656;4
1307420;202308;2015-01-22 13:55:11.641361;1;567460;5
1869694;202308;2012-06-06 05:12:17.641361;0;0;0
1659177;202308;2015-05-12 05:07:04.641361;0;0;0
1648565;202308;2020-02-09 06:46:34.641361;0;0;0
1928464;202308;2020-11-04 00:28:39.641361;0;0;0
1903566;202308;2021-11-29 16:15:55.641361;1;316823;3
1379202;202308;2023-04-15 10:54:55.641361;0;0;0
1605398;202308;2007-03-07 13:56:09.641361;1;875074;4
1201630;202308;2007-12-25 23:45:55.641361;1;362574;4
1738798;202308;2018-11-22 23:46:59.641361;0;0;0
1072934;202308;2007-01-17 17:48:37.641361;0;0;0
1048051;202308;2017-03-11 09:56:17.641361;1;57219;4
1693385;202308;2008-09-27 08:41:13.641361;0;0;0
1238969;202308;2004-11-14 20:52:54.641361;0;0;0
1810621;202308;2009-12-03 23:21:47.641361;1;826877;3
1303446;202308;2022-02-06 03:03:43.641361;1;777577;5
1083668;202308;2008-07-17 05:20:31.641361;1;796281;5
1896866;202308;2010-01-23 23:23:14.641361;1;904332;4
1244099;202308;2011-02-15 08:23:28.641361;0;0;0
1908574;202308;2019-04-19 20:52:01.641361;1;212576;4
1105908;202308;2008-04-11 02:59:37.641361;1;854158;3
1398592;202308;2005-09-26 23:53:14.641361;0;0;0
1291477;202308;2018-11-04 02:29:04.641361;0;0;0
1475436;202308;2021-04-04 11:44:54.641361;1;574310;4
1666564;202308;2010-03-21 05:03:17.641361;0;0;0
1874629;202308;2022-04-04 22:00:06.641361;1;167387;3
1382555;202308;2020-12-26 04:17:43.641361;1;818881;5
