account;period;creation_date;buy;amount;times
1670488;202311;2013-05-26 18:47:31.641361;0;0;0
1116740;202311;2024-01-06 07:54:20.641361;0;0;0
1026226;202311;2020-06-12 21:50:24.641361;0;0;0
1777573;202311;2017-03-22 12:47:05.641361;0;0;0
1288390;202311;2014-04-26 22:31:16.641361;0;0;0
1256788;202311;2019-01-09 14:53:06.641361;1;165518;4
1234054;202311;2007-07-30 02:08:57.641361;0;0;0
1146317;202311;2011-12-21 14:44:01.641361;1;506698;2
1772247;202311;2018-03-27 06:03:53.641361;1;412627;3
1107474;202311;2023-07-01 08:51:41.641361;1;967669;5
1709571;202311;2013-11-20 08:20:17.641361;0;0;0
1776647;202311;2020-11-08 09:49:11.641361;0;0;0
1935519;202311;2014-02-01 05:40:06.641361;0;0;0
1571859;202311;2022-07-20 23:28:05.641361;0;0;0
1091162;202311;2021-08-24 06:36:25.641361;0;0;0
1619177;202311;2012-09-24 12:11:18.641361;1;106377;2
1442418;202311;2017-06-02 22:56:23.641361;1;126274;2
1033327;202311;2004-12-29 11:02:42.641361;1;245086;3
1031245;202311;2021-04-27 11:38:23.641361;0;0;0
1098247;202311;2017-10-20 14:27:23.641361;1;690212;5
1229259;202311;2017-02-02 18:32:53.641361;1;985901;4
1243963;202311;2023-01-03 05:27:53.641361;1;542044;2
1529904;202311;2008-02-04 12:13:26.641361;0;0;0
1631263;202311;2019-10-19 04:05:49.641361;0;0;0
1027825;202311;2012-01-13 01:57:44.641361;1;240014;5
1588509;202311;2024-01-27 04:28:44.641361;0;0;0
1208497;202311;2005-04-03 21:29:53.641361;0;0;0
1750801;202311;2017-12-05 15:02:59.641361;1;405856;4
1681454;202311;2012-04-22 04:22:05.641361;1;216984;3
1735393;202311;2019-08-15 17:35:25.641361;1;267766;3
1571413;202311;2016-12-28 12:48:23.641361;1;266083;4
1439899;202311;2020-08-19 02:13:53.641361;1;674506;4
1231149;202311;2023-07-28 04:12:54.641361;0;0;0
1471030;202311;2008-02-12 12:20:58.641361;1;444822;2
1617890;202311;2014-12-23 16:11:48.641361;1;590816;4
1291705;202311;2015-09-20 21:57:07.641361;0;0;0
1848750;202311;2009-04-20 06:39:20.641361;1;911050;4
1911528;202311;2007-04-03 22:11:03.641361;1;955445;4
1006815;202311;2007-08-28 00:05:48.641361;1;137654;2
1795668;202311;2023-06-29 23:48:12.641361;0;0;0
1844963;202311;2010-03-02 23:41:33.641361;0;0;0
1167415;202311;2011-06-23 12:43:23.641361;1;730658;2
1732053;202311;2021-01-27 17:10:04.641361;0;0;0
1443144;202311;2012-11-30 01:23:08.641361;1;588318;5
1356779;202311;2007-04-07 02:00:41.641361;1;386357;2
1291370;202311;2009-03-20 22:41:32.641361;1;392543;4
1163033;202311;2018-02-16 06:49:22.641361;0;0;0
1225773;202311;2020-07-09 04:27:22.641361;0;0;0
1800582;202311;2022-03-21 05:01:46.641361;0;0;0
1352945;202311;2023-09-09 11:56:07.641361;1;558620;2
1107176;202311;2012-04-26 02:05:06.641361;0;0;0
1097252;202311;2006-05-31 22:38:54.641361;1;861962;5
1398383;202311;2021-03-13 12:46:56.641361;1;843185;3
1101415;202311;2012-12-25 14:15:00.641361;0;0;0
1376418;202311;2018-06-03 22:49:01.641361;0;0;0
1888663;202311;2015-01-03 04:16:06.641361;1;822910;4
1360664;202311;2015-11-27 10:24:29.641361;1;604255;5
1633053;202311;2009-07-14 06:58:53.641361;0;0;0
1277371;202311;2005-08-26 06:39:17.641361;1;676635;3
1846336;202311;2015-05-07 07:18:44.641361;0;0;0
1045562;202311;2023-08-24 00:11:17.641361;0;0;0
1765180;202311;2018-03-29 18:46:55.641361;1;507525;2
1481742;202311;2004-08-06 19:03:18.641361;0;0;0
1562276;202311;2013-07-13 22:32:22.641361;0;0;0
1130890;202311;2011-07-12 16:45:03.641361;1;695324;3
1967097;202311;2023-07-18 22:22:29.641361;1;839975;4
1396923;202311;2021-01-14 05:40:53.641361;0;0;0
1082628;202311;2022-12-21 21:23:17.641361;1;342507;5
1578857;202311;2021-06-01 00:58:46.641361;1;497674;4
1307420;202311;2015-01-22 13:55:11.641361;0;0;0
1869694;202311;2012-06-06 05:12:17.641361;1;868701;3
1659177;202311;2015-05-12 05:07:04.641361;1;834986;4
1648565;202311;2020-02-09 06:46:34.641361;1;522489;4
1928464;202311;2020-11-04 00:28:39.641361;1;825551;2
1903566;202311;2021-11-29 16:15:55.641361;1;967443;5
1379202;202311;2023-04-15 10:54:55.641361;0;0;0
1605398;202311;2007-03-07 13:56:09.641361;0;0;0
1201630;202311;2007-12-25 23:45:55.641361;0;0;0
1738798;202311;2018-11-22 23:46:59.641361;0;0;0
1072934;202311;2007-01-17 17:48:37.641361;0;0;0
1048051;202311;2017-03-11 09:56:17.641361;1;255923;4
1693385;202311;2008-09-27 08:41:13.641361;1;92997;5
1238969;202311;2004-11-14 20:52:54.641361;1;813629;4
1810621;202311;2009-12-03 23:21:47.641361;1;657492;4
1303446;202311;2022-02-06 03:03:43.641361;0;0;0
1083668;202311;2008-07-17 05:20:31.641361;1;881443;5
1896866;202311;2010-01-23 23:23:14.641361;1;964343;2
1244099;202311;2011-02-15 08:23:28.641361;1;393679;4
1908574;202311;2019-04-19 20:52:01.641361;1;859345;2
1105908;202311;2008-04-11 02:59:37.641361;1;146044;2
1398592;202311;2005-09-26 23:53:14.641361;0;0;0
1291477;202311;2018-11-04 02:29:04.641361;0;0;0
1475436;202311;2021-04-04 11:44:54.641361;1;711724;5
1666564;202311;2010-03-21 05:03:17.641361;1;872457;2
1874629;202311;2022-04-04 22:00:06.641361;1;221754;4
1382555;202311;2020-12-26 04:17:43.641361;0;0;0
