account;period;creation_date;buy;amount;times
1670488;202307;2013-05-26 18:47:31.641361;1;764138;3
1116740;202307;2024-01-06 07:54:20.641361;0;0;0
1026226;202307;2020-06-12 21:50:24.641361;0;0;0
1777573;202307;2017-03-22 12:47:05.641361;1;180994;3
1288390;202307;2014-04-26 22:31:16.641361;1;63682;2
1256788;202307;2019-01-09 14:53:06.641361;0;0;0
1234054;202307;2007-07-30 02:08:57.641361;1;747292;5
1146317;202307;2011-12-21 14:44:01.641361;0;0;0
1772247;202307;2018-03-27 06:03:53.641361;0;0;0
1107474;202307;2023-07-01 08:51:41.641361;1;534980;4
1709571;202307;2013-11-20 08:20:17.641361;0;0;0
1776647;202307;2020-11-08 09:49:11.641361;1;237658;5
1935519;202307;2014-02-01 05:40:06.641361;1;786037;2
1571859;202307;2022-07-20 23:28:05.641361;1;817271;5
1091162;202307;2021-08-24 06:36:25.641361;0;0;0
1619177;202307;2012-09-24 12:11:18.641361;1;809617;4
1442418;202307;2017-06-02 22:56:23.641361;0;0;0
1033327;202307;2004-12-29 11:02:42.641361;0;0;0
1031245;202307;2021-04-27 11:38:23.641361;1;23817;3
1098247;202307;2017-10-20 14:27:23.641361;0;0;0
1229259;202307;2017-02-02 18:32:53.641361;1;730984;5
1243963;202307;2023-01-03 05:27:53.641361;0;0;0
1529904;202307;2008-02-04 12:13:26.641361;0;0;0
1631263;202307;2019-10-19 04:05:49.641361;0;0;0
1027825;202307;2012-01-13 01:57:44.641361;0;0;0
1588509;202307;2024-01-27 04:28:44.641361;1;247605;3
1208497;202307;2005-04-03 21:29:53.641361;1;723926;4
1750801;202307;2017-12-05 15:02:59.641361;0;0;0
1681454;202307;2012-04-22 04:22:05.641361;0;0;0
1735393;202307;2019-08-15 17:35:25.641361;1;547823;5
1571413;202307;2016-12-28 12:48:23.641361;1;690206;3
1439899;202307;2020-08-19 02:13:53.641361;0;0;0
1231149;202307;2023-07-28 04:12:54.641361;0;0;0
1471030;202307;2008-02-12 12:20:58.641361;0;0;0
1617890;202307;2014-12-23 16:11:48.641361;1;653128;4
1291705;202307;2015-09-20 21:57:07.641361;0;0;0
1848750;202307;2009-04-20 06:39:20.641361;0;0;0
1911528;202307;2007-04-03 22:11:03.641361;1;69205;5
1006815;202307;2007-08-28 00:05:48.641361;1;537271;3
1795668;202307;2023-06-29 23:48:12.641361;0;0;0
1844963;202307;2010-03-02 23:41:33.641361;0;0;0
1167415;202307;2011-06-23 12:43:23.641361;1;688135;5
1732053;202307;2021-01-27 17:10:04.641361;0;0;0
1443144;202307;2012-11-30 01:23:08.641361;1;772893;3
1356779;202307;2007-04-07 02:00:41.641361;1;266123;4
1291370;202307;2009-03-20 22:41:32.641361;0;0;0
1163033;202307;2018-02-16 06:49:22.641361;0;0;0
1225773;202307;2020-07-09 04:27:22.641361;1;363542;2
1800582;202307;2022-03-21 05:01:46.641361;1;246566;2
1352945;202307;2023-09-09 11:56:07.641361;1;744455;5
1107176;202307;2012-04-26 02:05:06.641361;0;0;0
1097252;202307;2006-05-31 22:38:54.641361;0;0;0
1398383;202307;2021-03-13 12:46:56.641361;0;0;0
1101415;202307;2012-12-25 14:15:00.641361;1;726368;3
1376418;202307;2018-06-03 22:49:01.641361;0;0;0
1888663;202307;2015-01-03 04:16:06.641361;0;0;0
1360664;202307;2015-11-27 10:24:29.641361;1;623819;3
1633053;202307;2009-07-14 06:58:53.641361;1;8055;1
1277371;202307;2005-08-26 06:39:17.641361;1;953531;3
1846336;202307;2015-05-07 07:18:44.641361;1;472637;4
1045562;202307;2023-08-24 00:11:17.641361;0;0;0
1765180;202307;2018-03-29 18:46:55.641361;0;0;0
1481742;202307;2004-08-06 19:03:18.641361;0;0;0
1562276;202307;2013-07-13 22:32:22.641361;0;0;0
1130890;202307;2011-07-12 16:45:03.641361;0;0;0
1967097;202307;2023-07-18 22:22:29.641361;1;162126;3
1396923;202307;2021-01-14 05:40:53.641361;1;41512;2
1082628;202307;2022-12-21 21:23:17.641361;0;0;0
1578857;202307;2021-06-01 00:58:46.641361;1;182481;5
1307420;202307;2015-01-22 13:55:11.641361;0;0;0
1869694;202307;2012-06-06 05:12:17.641361;1;317455;5
1659177;202307;2015-05-12 05:07:04.641361;1;423529;5
1648565;202307;2020-02-09 06:46:34.641361;0;0;0
1928464;202307;2020-11-04 00:28:39.641361;0;0;0
1903566;202307;2021-11-29 16:15:55.641361;0;0;0
1379202;202307;2023-04-15 10:54:55.641361;0;0;0
1605398;202307;2007-03-07 13:56:09.641361;1;288474;3
1201630;202307;2007-12-25 23:45:55.641361;0;0;0
1738798;202307;2018-11-22 23:46:59.641361;0;0;0
1072934;202307;2007-01-17 17:48:37.641361;1;837066;2
1048051;202307;2017-03-11 09:56:17.641361;1;783483;2
1693385;202307;2008-09-27 08:41:13.641361;0;0;0
1238969;202307;2004-11-14 20:52:54.641361;0;0;0
1810621;202307;2009-12-03 23:21:47.641361;1;964587;2
1303446;202307;2022-02-06 03:03:43.641361;0;0;0
1083668;202307;2008-07-17 05:20:31.641361;0;0;0
1896866;202307;2010-01-23 23:23:14.641361;0;0;0
1244099;202307;2011-02-15 08:23:28.641361;1;387277;4
1908574;202307;2019-04-19 20:52:01.641361;0;0;0
1105908;202307;2008-04-11 02:59:37.641361;1;156563;2
1398592;202307;2005-09-26 23:53:14.641361;0;0;0
1291477;202307;2018-11-04 02:29:04.641361;0;0;0
1475436;202307;2021-04-04 11:44:54.641361;0;0;0
1666564;202307;2010-03-21 05:03:17.641361;1;240991;5
1874629;202307;2022-04-04 22:00:06.641361;1;70672;2
1382555;202307;2020-12-26 04:17:43.641361;1;347355;5
1170556;202307;2009-03-02 17:41:10.641361;1;991305;4
1388163;202307;2023-01-09 11:40:50.641361;1;735151;5
1372529;202307;2018-08-21 02:30:45.641361;0;0;0
1219685;202307;2017-12-31 04:35:15.641361;1;827822;4
1702730;202307;2004-09-21 14:40:17.641361;0;0;0
