account;period;creation_date;buy;amount;times
1670488;202302;2013-05-26 18:47:31.641361;1;888632;3
1116740;202302;2024-01-06 07:54:20.641361;0;0;0
1026226;202302;2020-06-12 21:50:24.641361;1;9774;1
1777573;202302;2017-03-22 12:47:05.641361;1;642941;3
1288390;202302;2014-04-26 22:31:16.641361;1;301852;2
1256788;202302;2019-01-09 14:53:06.641361;0;0;0
1234054;202302;2007-07-30 02:08:57.641361;1;508564;3
1146317;202302;2011-12-21 14:44:01.641361;1;639389;3
1772247;202302;2018-03-27 06:03:53.641361;0;0;0
1107474;202302;2023-07-01 08:51:41.641361;0;0;0
1709571;202302;2013-11-20 08:20:17.641361;1;347655;2
1776647;202302;2020-11-08 09:49:11.641361;0;0;0
1935519;202302;2014-02-01 05:40:06.641361;1;865760;2
1571859;202302;2022-07-20 23:28:05.641361;1;423128;4
1091162;202302;2021-08-24 06:36:25.641361;1;761387;4
1619177;202302;2012-09-24 12:11:18.641361;1;539065;2
1442418;202302;2017-06-02 22:56:23.641361;1;946320;4
1033327;202302;2004-12-29 11:02:42.641361;0;0;0
1031245;202302;2021-04-27 11:38:23.641361;0;0;0
1098247;202302;2017-10-20 14:27:23.641361;1;319987;2
1229259;202302;2017-02-02 18:32:53.641361;0;0;0
1243963;202302;2023-01-03 05:27:53.641361;1;64224;5
1529904;202302;2008-02-04 12:13:26.641361;1;418800;3
1631263;202302;2019-10-19 04:05:49.641361;1;608594;5
1027825;202302;2012-01-13 01:57:44.641361;1;309264;2
1588509;202302;2024-01-27 04:28:44.641361;0;0;0
1208497;202302;2005-04-03 21:29:53.641361;1;286540;5
1750801;202302;2017-12-05 15:02:59.641361;0;0;0
1681454;202302;2012-04-22 04:22:05.641361;1;828500;4
1735393;202302;2019-08-15 17:35:25.641361;1;834801;2
1571413;202302;2016-12-28 12:48:23.641361;0;0;0
1439899;202302;2020-08-19 02:13:53.641361;1;465132;2
1231149;202302;2023-07-28 04:12:54.641361;1;240243;4
1471030;202302;2008-02-12 12:20:58.641361;1;904235;5
1617890;202302;2014-12-23 16:11:48.641361;0;0;0
1291705;202302;2015-09-20 21:57:07.641361;0;0;0
1848750;202302;2009-04-20 06:39:20.641361;1;815568;4
1911528;202302;2007-04-03 22:11:03.641361;0;0;0
1006815;202302;2007-08-28 00:05:48.641361;0;0;0
1795668;202302;2023-06-29 23:48:12.641361;1;505615;2
1844963;202302;2010-03-02 23:41:33.641361;1;165949;2
1167415;202302;2011-06-23 12:43:23.641361;0;0;0
1732053;202302;2021-01-27 17:10:04.641361;0;0;0
1443144;202302;2012-11-30 01:23:08.641361;1;648816;2
1356779;202302;2007-04-07 02:00:41.641361;0;0;0
1291370;202302;2009-03-20 22:41:32.641361;1;448602;4
1163033;202302;2018-02-16 06:49:22.641361;1;570790;5
1225773;202302;2020-07-09 04:27:22.641361;0;0;0
1800582;202302;2022-03-21 05:01:46.641361;1;392286;4
1352945;202302;2023-09-09 11:56:07.641361;1;110197;4
1107176;202302;2012-04-26 02:05:06.641361;0;0;0
1097252;202302;2006-05-31 22:38:54.641361;0;0;0
1398383;202302;2021-03-13 12:46:56.641361;0;0;0
1101415;202302;2012-12-25 14:15:00.641361;0;0;0
1376418;202302;2018-06-03 22:49:01.641361;0;0;0
1888663;202302;2015-01-03 04:16:06.641361;1;510030;5
1360664;202302;2015-11-27 10:24:29.641361;1;876581;3
1633053;202302;2009-07-14 06:58:53.641361;1;431185;2
1277371;202302;2005-08-26 06:39:17.641361;0;0;0
1846336;202302;2015-05-07 07:18:44.641361;0;0;0
1045562;202302;2023-08-24 00:11:17.641361;1;255253;5
1765180;202302;2018-03-29 18:46:55.641361;1;567869;3
1481742;202302;2004-08-06 19:03:18.641361;1;100213;4
1562276;202302;2013-07-13 22:32:22.641361;1;981235;5
1130890;202302;2011-07-12 16:45:03.641361;0;0;0
1967097;202302;2023-07-18 22:22:29.641361;0;0;0
1396923;202302;2021-01-14 05:40:53.641361;1;219201;3
1082628;202302;2022-12-21 21:23:17.641361;1;81469;5
1578857;202302;2021-06-01 00:58:46.641361;1;19675;1
1307420;202302;2015-01-22 13:55:11.641361;1;835173;3
1869694;202302;2012-06-06 05:12:17.641361;0;0;0
1659177;202302;2015-05-12 05:07:04.641361;0;0;0
1648565;202302;2020-02-09 06:46:34.641361;1;609971;5
1928464;202302;2020-11-04 00:28:39.641361;0;0;0
1903566;202302;2021-11-29 16:15:55.641361;0;0;0
1379202;202302;2023-04-15 10:54:55.641361;1;798598;4
1605398;202302;2007-03-07 13:56:09.641361;1;890907;2
1201630;202302;2007-12-25 23:45:55.641361;1;184237;2
