account;period;creation_date;buy;amount;times
1670488;202304;2013-05-26 18:47:31.641361;0;0;0
1116740;202304;2024-01-06 07:54:20.641361;1;132839;5
1026226;202304;2020-06-12 21:50:24.641361;1;350208;5
1777573;202304;2017-03-22 12:47:05.641361;1;354410;5
1288390;202304;2014-04-26 22:31:16.641361;0;0;0
1256788;202304;2019-01-09 14:53:06.641361;1;963864;5
1234054;202304;2007-07-30 02:08:57.641361;0;0;0
1146317;202304;2011-12-21 14:44:01.641361;1;928445;2
1772247;202304;2018-03-27 06:03:53.641361;1;304009;5
1107474;202304;2023-07-01 08:51:41.641361;0;0;0
1709571;202304;2013-11-20 08:20:17.641361;1;404315;5
1776647;202304;2020-11-08 09:49:11.641361;1;863074;5
1935519;202304;2014-02-01 05:40:06.641361;0;0;0
1571859;202304;2022-07-20 23:28:05.641361;0;0;0
1091162;202304;2021-08-24 06:36:25.641361;1;742761;2
1619177;202304;2012-09-24 12:11:18.641361;1;836208;4
1442418;202304;2017-06-02 22:56:23.641361;0;0;0
1033327;202304;2004-12-29 11:02:42.641361;1;324724;5
1031245;202304;2021-04-27 11:38:23.641361;0;0;0
1098247;202304;2017-10-20 14:27:23.641361;0;0;0
1229259;202304;2017-02-02 18:32:53.641361;1;590718;5
1243963;202304;2023-01-03 05:27:53.641361;0;0;0
1529904;202304;2008-02-04 12:13:26.641361;1;268727;4
1631263;202304;2019-10-19 04:05:49.641361;1;623056;2
1027825;202304;2012-01-13 01:57:44.641361;1;832390;5
1588509;202304;2024-01-27 04:28:44.641361;1;57047;4
1208497;202304;2005-04-03 21:29:53.641361;0;0;0
1750801;202304;2017-12-05 15:02:59.641361;1;966880;3
1681454;202304;2012-04-22 04:22:05.641361;1;322942;2
1735393;202304;2019-08-15 17:35:25.641361;1;527354;4
1571413;202304;2016-12-28 12:48:23.641361;1;511100;2
1439899;202304;2020-08-19 02:13:53.641361;1;148887;3
1231149;202304;2023-07-28 04:12:54.641361;1;307809;4
1471030;202304;2008-02-12 12:20:58.641361;1;26330;2
1617890;202304;2014-12-23 16:11:48.641361;1;17579;1
1291705;202304;2015-09-20 21:57:07.641361;1;177790;3
1848750;202304;2009-04-20 06:39:20.641361;0;0;0
1911528;202304;2007-04-03 22:11:03.641361;0;0;0
1006815;202304;2007-08-28 00:05:48.641361;0;0;0
1795668;202304;2023-06-29 23:48:12.641361;0;0;0
1844963;202304;2010-03-02 23:41:33.641361;0;0;0
1167415;202304;2011-06-23 12:43:23.641361;1;630135;2
1732053;202304;2021-01-27 17:10:04.641361;0;0;0
1443144;202304;2012-11-30 01:23:08.641361;1;845892;4
1356779;202304;2007-04-07 02:00:41.641361;1;312321;5
1291370;202304;2009-03-20 22:41:32.641361;1;595767;2
1163033;202304;2018-02-16 06:49:22.641361;0;0;0
1225773;202304;2020-07-09 04:27:22.641361;1;691641;2
1800582;202304;2022-03-21 05:01:46.641361;1;993625;3
1352945;202304;2023-09-09 11:56:07.641361;1;681281;3
1107176;202304;2012-04-26 02:05:06.641361;1;863078;2
1097252;202304;2006-05-31 22:38:54.641361;0;0;0
1398383;202304;2021-03-13 12:46:56.641361;1;319226;4
1101415;202304;2012-12-25 14:15:00.641361;1;934168;4
1376418;202304;2018-06-03 22:49:01.641361;1;327355;3
1888663;202304;2015-01-03 04:16:06.641361;0;0;0
1360664;202304;2015-11-27 10:24:29.641361;0;0;0
1633053;202304;2009-07-14 06:58:53.641361;0;0;0
1277371;202304;2005-08-26 06:39:17.641361;0;0;0
1846336;202304;2015-05-07 07:18:44.641361;0;0;0
1045562;202304;2023-08-24 00:11:17.641361;1;123587;5
1765180;202304;2018-03-29 18:46:55.641361;1;254079;4
1481742;202304;2004-08-06 19:03:18.641361;1;454401;4
1562276;202304;2013-07-13 22:32:22.641361;0;0;0
1130890;202304;2011-07-12 16:45:03.641361;0;0;0
1967097;202304;2023-07-18 22:22:29.641361;1;620301;2
1396923;202304;2021-01-14 05:40:53.641361;1;965231;3
1082628;202304;2022-12-21 21:23:17.641361;0;0;0
1578857;202304;2021-06-01 00:58:46.641361;0;0;0
1307420;202304;2015-01-22 13:55:11.641361;1;709263;4
1869694;202304;2012-06-06 05:12:17.641361;1;868358;5
1659177;202304;2015-05-12 05:07:04.641361;1;370539;3
1648565;202304;2020-02-09 06:46:34.641361;1;330211;2
1928464;202304;2020-11-04 00:28:39.641361;0;0;0
1903566;202304;2021-11-29 16:15:55.641361;1;190048;4
1379202;202304;2023-04-15 10:54:55.641361;0;0;0
