account;period;creation_date;buy;amount;times
1670488;202310;2013-05-26 18:47:31.641361;0;0;0
1116740;202310;2024-01-06 07:54:20.641361;0;0;0
1026226;202310;2020-06-12 21:50:24.641361;0;0;0
1777573;202310;2017-03-22 12:47:05.641361;1;806424;3
1288390;202310;2014-04-26 22:31:16.641361;1;865643;4
1256788;202310;2019-01-09 14:53:06.641361;0;0;0
1234054;202310;2007-07-30 02:08:57.641361;1;777396;3
1146317;202310;2011-12-21 14:44:01.641361;0;0;0
1772247;202310;2018-03-27 06:03:53.641361;1;282882;4
1107474;202310;2023-07-01 08:51:41.641361;0;0;0
1709571;202310;2013-11-20 08:20:17.641361;0;0;0
1776647;202310;2020-11-08 09:49:11.641361;1;180499;2
1935519;202310;2014-02-01 05:40:06.641361;1;485631;4
1571859;202310;2022-07-20 23:28:05.641361;0;0;0
1091162;202310;2021-08-24 06:36:25.641361;1;973484;5
1619177;202310;2012-09-24 12:11:18.641361;0;0;0
1442418;202310;2017-06-02 22:56:23.641361;0;0;0
1033327;202310;2004-12-29 11:02:42.641361;0;0;0
1031245;202310;2021-04-27 11:38:23.641361;1;654751;2
1098247;202310;2017-10-20 14:27:23.641361;1;328120;5
1229259;202310;2017-02-02 18:32:53.641361;1;134359;5
1243963;202310;2023-01-03 05:27:53.641361;1;824413;4
1529904;202310;2008-02-04 12:13:26.641361;1;549716;3
1631263;202310;2019-10-19 04:05:49.641361;1;290088;3
1027825;202310;2012-01-13 01:57:44.641361;0;0;0
1588509;202310;2024-01-27 04:28:44.641361;0;0;0
1208497;202310;2005-04-03 21:29:53.641361;1;642552;2
1750801;202310;2017-12-05 15:02:59.641361;1;210937;2
1681454;202310;2012-04-22 04:22:05.641361;1;590406;4
1735393;202310;2019-08-15 17:35:25.641361;1;664099;5
1571413;202310;2016-12-28 12:48:23.641361;1;375851;3
1439899;202310;2020-08-19 02:13:53.641361;0;0;0
1231149;202310;2023-07-28 04:12:54.641361;0;0;0
1471030;202310;2008-02-12 12:20:58.641361;1;573025;2
1617890;202310;2014-12-23 16:11:48.641361;1;127699;3
1291705;202310;2015-09-20 21:57:07.641361;0;0;0
1848750;202310;2009-04-20 06:39:20.641361;0;0;0
1911528;202310;2007-04-03 22:11:03.641361;0;0;0
1006815;202310;2007-08-28 00:05:48.641361;1;282315;5
1795668;202310;2023-06-29 23:48:12.641361;1;42860;2
1844963;202310;2010-03-02 23:41:33.641361;0;0;0
1167415;202310;2011-06-23 12:43:23.641361;1;500139;2
1732053;202310;2021-01-27 17:10:04.641361;0;0;0
1443144;202310;2012-11-30 01:23:08.641361;1;574222;2
1356779;202310;2007-04-07 02:00:41.641361;1;343580;2
1291370;202310;2009-03-20 22:41:32.641361;1;414556;5
1163033;202310;2018-02-16 06:49:22.641361;1;119035;2
1225773;202310;2020-07-09 04:27:22.641361;0;0;0
1800582;202310;2022-03-21 05:01:46.641361;0;0;0
1352945;202310;2023-09-09 11:56:07.641361;0;0;0
1107176;202310;2012-04-26 02:05:06.641361;1;919369;4
1097252;202310;2006-05-31 22:38:54.641361;0;0;0
1398383;202310;2021-03-13 12:46:56.641361;1;209165;4
1101415;202310;2012-12-25 14:15:00.641361;0;0;0
1376418;202310;2018-06-03 22:49:01.641361;0;0;0
1888663;202310;2015-01-03 04:16:06.641361;1;798552;4
1360664;202310;2015-11-27 10:24:29.641361;0;0;0
1633053;202310;2009-07-14 06:58:53.641361;1;47961;4
1277371;202310;2005-08-26 06:39:17.641361;1;657281;2
